gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,CustomerType
0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,3,333,5
0,0,1,1,0,1,0,1,0,2,0,2,2,2,0,1,3,4,465,5
0,0,1,0,1,1,0,1,2,0,2,0,2,2,0,0,2,4,1669,3
0,0,0,0,3,1,0,1,2,0,0,0,0,0,0,0,1,3,3545,2
0,0,0,0,0,1,0,0,0,0,2,2,0,2,0,0,3,2,504,5
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,440,5
1,0,1,1,1,1,0,1,2,0,0,0,0,0,0,0,3,3,1151,1
0,0,0,0,2,1,0,1,2,0,2,2,0,2,1,1,0,4,2475,7
0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,2,2,1249,1
0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,2,3,317,5
1,0,0,1,2,1,0,2,1,1,1,1,1,1,1,0,3,0,535,5
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,0,461,5
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,431,5
1,0,1,0,1,1,0,0,0,0,2,0,0,0,0,1,3,1,878,1
1,1,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,4,335,5
0,0,1,1,5,0,1,0,2,2,2,2,0,0,2,0,0,1,3121,7
1,0,0,0,1,1,0,2,1,1,1,1,1,1,1,0,3,0,324,5
1,0,0,0,1,1,2,0,0,0,0,0,2,2,0,0,3,3,1394,3
1,1,0,0,3,1,2,1,0,2,0,0,0,2,0,0,2,4,3413,2
1,0,0,0,2,1,0,1,0,2,2,0,2,2,0,1,2,4,3143,7
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,0,439,5
1,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,664,1
0,0,1,0,5,1,0,0,2,2,2,2,0,2,2,1,3,3,4759,6
0,0,0,0,4,1,0,2,1,1,1,1,1,1,1,1,3,0,1033,1
1,0,1,1,4,1,0,0,0,2,2,2,2,0,1,1,2,3,3482,2
1,0,0,0,2,1,2,1,0,2,0,0,2,2,1,0,2,4,2688,7
0,0,0,0,1,1,0,2,1,1,1,1,1,1,2,1,1,0,435,5
1,0,0,1,2,1,0,1,0,2,0,0,2,2,0,1,2,4,2448,7
0,0,1,0,1,1,0,2,1,1,1,1,1,1,1,0,3,0,307,5
1,0,1,0,4,0,1,0,0,0,0,0,2,2,1,1,1,1,2689,7
1,1,1,0,1,1,0,1,0,0,0,0,0,2,0,0,0,3,1329,1
0,0,1,0,4,1,2,2,1,1,1,1,1,1,2,0,3,0,1281,1
1,0,1,1,5,0,1,0,2,0,2,2,2,0,2,0,3,1,3527,2
1,0,1,0,4,1,0,1,2,0,0,0,2,0,0,0,2,3,4348,2
0,0,0,0,2,1,0,2,1,1,1,1,1,1,2,1,3,0,561,5
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,63,5
0,0,1,0,5,1,2,0,2,2,2,2,0,2,2,1,3,3,5129,6
0,0,1,0,3,1,0,1,0,0,0,2,2,2,2,1,1,4,4285,2
1,1,1,0,0,0,1,0,0,0,0,0,2,0,0,1,3,1,93,5
0,0,1,0,5,1,2,0,0,2,2,2,2,2,2,1,1,3,5894,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,25,5
0,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,1,0,1160,1
1,0,1,1,2,1,0,1,0,2,2,0,2,0,0,1,2,4,3091,7
0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,1,365,5
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,0,272,5
1,0,1,1,5,0,1,0,0,0,2,2,2,2,2,0,0,2,3632,2
1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,381,5
1,0,0,0,4,1,0,2,1,1,1,1,1,1,2,1,0,0,1035,1
0,0,1,1,0,1,0,2,1,1,1,1,1,1,2,0,3,0,52,5
0,1,1,0,3,0,1,0,0,2,2,0,2,2,0,0,1,2,2342,7
0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,2,3,653,1
0,0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,0,71,5
0,0,1,1,1,1,0,0,0,2,0,0,2,2,1,1,0,3,1498,3
1,0,1,0,3,1,2,1,0,2,2,0,2,2,1,1,0,5,4178,2
0,0,0,0,5,1,2,2,1,1,1,1,1,1,2,0,0,0,1821,3
1,0,1,0,4,1,2,1,0,2,2,0,2,2,0,1,2,5,5278,6
0,0,0,0,4,1,2,0,0,2,0,2,2,2,2,1,3,3,4024,2
1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,2,55,5
0,0,1,0,5,1,2,0,2,2,2,2,2,2,2,0,0,4,6520,0
1,0,0,1,3,1,0,2,1,1,1,1,1,1,1,1,0,0,854,1
0,0,1,1,5,1,2,1,2,2,2,2,2,2,2,1,0,5,8308,4
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,109,5
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,1,0,92,5
1,0,1,0,3,1,2,0,0,2,2,0,0,2,1,1,1,3,3420,2
0,0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,4,93,5
0,0,1,1,5,1,0,0,2,0,0,2,2,0,1,0,3,2,4068,2
0,0,0,0,1,1,0,2,1,1,1,1,1,1,1,0,1,0,337,5
1,0,1,0,3,1,0,1,0,2,2,0,0,0,0,1,2,3,3168,7
0,0,1,1,3,0,1,0,2,0,2,0,0,0,1,0,1,1,1412,3
1,1,0,0,4,1,2,1,0,2,0,0,0,0,1,1,0,3,3974,2
1,0,1,0,3,1,2,1,0,2,0,0,0,0,0,1,2,3,3439,2
0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,3,1,50,5
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,0,42,5
1,0,0,0,5,1,0,1,0,2,2,0,0,0,1,0,1,3,5461,6
0,0,1,1,1,1,2,2,1,1,1,1,1,1,2,0,3,0,571,5
1,0,1,0,5,1,2,0,2,0,2,2,0,2,2,0,1,3,5498,6
1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0,96,5
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,111,5
1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,94,5
0,0,0,0,0,1,2,0,0,0,0,2,2,2,0,1,2,3,521,5
0,0,0,0,1,1,0,0,2,0,0,0,2,2,0,1,2,3,923,1
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,141,5
1,0,1,1,0,1,0,0,0,0,0,0,2,0,0,1,3,2,628,1
1,0,1,1,4,1,2,1,0,2,2,0,2,2,1,1,2,5,5576,0
0,0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,4,1046,1
1,0,1,1,5,1,0,2,1,1,1,1,1,1,2,0,3,0,1245,1
0,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,3,3,1287,1
1,0,1,1,2,1,0,0,2,2,0,0,0,0,1,0,3,2,1939,3
1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,1,2,0,118,5
0,0,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0,452,5
0,0,0,0,5,0,1,0,2,2,2,2,0,0,1,0,1,1,2696,7
1,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,2,2,875,1
1,0,1,1,5,1,0,2,1,1,1,1,1,1,2,1,1,0,1267,1
0,0,1,1,2,1,0,2,1,1,1,1,1,1,2,0,1,0,494,5
1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,3,1,799,1
0,0,1,0,4,1,2,1,2,2,0,0,2,2,1,0,0,5,5763,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,20,5
1,0,0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,0,106,5
0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,1,2,1,710,1
1,0,0,0,0,1,2,0,2,0,0,0,0,0,0,1,1,2,568,5
0,0,1,1,1,1,0,1,0,2,2,2,0,0,0,0,2,3,1900,3
1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,2,159,5
0,0,0,0,5,1,2,1,0,2,2,2,2,2,2,1,0,5,8012,4
1,1,1,0,0,1,2,1,0,0,0,0,0,2,0,1,2,4,856,1
0,0,1,1,0,1,0,0,0,2,2,0,0,0,0,1,3,2,551,5
1,0,1,0,0,1,0,2,1,1,1,1,1,1,1,1,3,0,184,5
0,1,0,0,3,1,2,1,2,2,0,0,2,2,0,1,0,5,4056,2
1,0,1,1,1,1,2,0,2,0,0,2,0,0,1,1,3,2,1096,1
0,0,1,1,2,1,2,1,2,0,2,0,2,2,0,1,1,5,3684,2
1,1,0,0,1,1,0,1,0,2,2,0,2,2,0,1,2,4,1752,3
0,1,1,1,5,1,2,1,2,2,0,2,2,2,1,1,1,5,7210,4
1,0,1,1,5,1,0,0,2,2,2,2,2,2,1,0,0,3,5264,6
1,0,0,0,1,1,0,1,0,2,0,0,2,2,0,1,3,4,2157,3
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,24,5
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,433,5
1,0,0,0,2,1,0,1,0,2,0,2,0,0,0,1,2,3,2435,7
0,0,1,1,5,1,0,0,2,2,2,2,2,2,2,1,1,3,5607,0
0,0,1,1,2,1,2,1,0,0,2,0,2,0,0,0,2,4,2874,7
0,0,1,1,4,1,0,1,0,2,2,2,0,0,0,0,0,4,4433,6
0,0,0,1,0,1,0,1,0,0,2,2,2,0,0,1,2,4,964,1
1,0,1,1,2,1,0,1,0,0,0,0,0,0,0,1,2,3,1974,3
0,0,1,1,5,1,0,2,1,1,1,1,1,1,2,0,0,0,1460,3
1,0,1,1,3,1,0,2,1,1,1,1,1,1,1,0,3,0,951,1
1,0,1,1,1,1,2,0,2,0,0,0,2,2,1,0,3,3,1821,3
1,0,0,0,5,1,2,2,1,1,1,1,1,1,1,0,1,0,1600,3
0,0,0,0,0,1,2,1,0,0,0,2,2,2,0,1,3,4,399,5
1,1,1,0,0,1,2,1,0,2,0,0,2,2,0,1,2,4,1218,1
1,0,0,0,0,1,2,1,2,0,0,0,0,0,0,1,2,3,81,5
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,2,2171,3
0,0,0,0,2,1,0,1,0,2,2,2,2,2,0,1,2,5,3634,2
0,0,1,0,1,1,0,2,1,1,1,1,1,1,2,0,3,0,292,5
0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,3,317,5
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,0,218,5
0,0,1,1,5,1,2,0,0,2,0,2,2,2,2,1,0,3,5071,6
1,0,1,1,1,1,0,0,2,0,0,2,0,0,1,0,1,2,1423,3
1,0,1,0,4,1,0,0,2,2,2,0,0,0,2,0,2,2,3068,7
1,0,1,0,4,1,0,1,0,2,0,0,2,2,2,1,2,4,4690,6
1,0,1,0,4,1,2,1,0,2,2,0,2,2,1,0,0,4,6157,0
0,0,1,1,5,1,0,2,1,1,1,1,1,1,1,1,1,0,1442,3
1,0,0,0,3,1,2,1,0,0,0,0,2,0,0,1,2,3,3369,2
1,0,1,0,5,1,0,0,2,2,0,2,0,2,2,1,1,3,4671,6
1,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,4,3474,2
1,0,1,1,1,1,2,1,0,0,0,2,2,2,1,1,2,4,1875,3
0,0,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0,272,5
0,0,0,1,3,1,2,1,0,2,0,0,2,0,0,1,0,4,3645,2
0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,3,1,135,5
0,0,1,1,1,1,0,0,2,0,0,2,0,0,0,0,2,2,1319,1
0,0,0,0,0,0,1,0,0,2,0,0,2,2,0,1,1,1,229,5
0,0,0,0,0,1,2,0,0,2,0,0,0,2,0,1,2,2,370,5
0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,3,3,69,5
0,0,1,1,5,1,2,0,2,2,2,2,2,0,2,0,0,3,5714,0
0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,1,1,1233,1
0,0,1,0,3,1,2,0,2,0,2,2,2,2,2,0,1,3,3571,2
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,83,5
1,0,0,0,5,1,2,1,2,2,2,2,2,2,1,1,1,5,8035,4
0,0,1,1,2,1,0,2,1,1,1,1,1,1,1,0,3,0,579,5
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,3,69,5
1,0,0,0,2,1,2,1,0,2,2,0,2,2,1,1,2,5,3066,7
0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,3,305,5
1,1,1,0,5,1,2,1,0,2,2,2,2,2,2,1,2,5,7634,4
1,1,0,0,3,1,2,1,0,0,0,0,2,2,0,0,2,4,3653,2
0,0,1,1,0,1,0,1,0,2,0,2,0,0,0,1,2,3,241,5
0,0,1,1,3,1,2,0,0,2,0,2,2,2,2,0,2,3,3870,2
0,0,1,0,1,1,2,2,1,1,1,1,1,1,2,0,3,0,387,5
0,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,1,0,527,5
0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,3,78,5
0,0,0,0,3,0,1,0,2,2,0,0,2,0,0,1,2,1,2104,3
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,20,5
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,0,19,5
0,0,0,0,3,1,0,1,0,2,2,0,0,0,1,0,2,3,3019,7
1,1,1,0,5,1,2,1,0,2,2,2,2,2,1,1,0,5,7051,4
0,0,1,0,2,0,1,0,2,2,2,0,2,0,1,0,0,1,1190,1
1,0,1,0,5,1,0,0,2,2,0,2,2,0,1,0,1,3,4448,6
1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,255,5
0,0,0,0,0,1,0,0,2,0,0,0,2,2,0,1,2,3,146,5
1,1,1,0,1,1,0,0,2,0,0,0,0,2,0,1,1,2,1011,1
0,0,1,0,5,1,2,2,1,1,1,1,1,1,2,0,3,0,1714,3
0,1,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,3,762,1
0,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,3,0,535,5
0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,3,75,5
1,0,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,4,338,5
1,1,0,0,3,1,0,0,0,2,2,2,2,0,1,1,1,3,2497,7
1,0,1,0,5,1,2,1,0,2,2,0,0,2,1,0,2,4,6273,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,3,70,5
0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,1,3,1,908,1
1,1,0,0,4,1,2,1,0,0,2,0,2,2,0,1,2,4,4913,6
1,0,1,1,0,1,0,2,1,1,1,1,1,1,2,0,3,0,0,5
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,46,5
1,0,0,1,0,1,0,2,1,1,1,1,1,1,2,0,0,0,212,5
0,0,0,0,3,1,2,1,0,2,2,0,2,2,0,1,2,5,4443,6
1,0,0,0,0,1,2,2,1,1,1,1,1,1,0,0,2,0,316,5
0,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,3,0,1079,1
0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,3,564,5
0,0,0,0,0,1,0,1,0,0,2,2,0,2,0,1,2,4,1095,1
0,0,1,1,5,1,2,0,2,2,2,2,2,2,2,0,1,4,6161,0
0,1,0,0,0,1,2,1,0,0,0,0,2,0,0,1,1,3,446,5
0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,1,2106,3
1,0,0,0,3,0,1,0,2,2,2,0,2,2,1,0,1,2,2511,7
0,0,0,0,1,1,0,2,1,1,1,1,1,1,1,0,0,0,318,5
1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,3,811,1
0,0,1,0,5,1,2,1,0,2,2,0,2,2,1,1,2,4,7323,4
0,1,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,3,186,5
1,0,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3,0,454,5
0,1,0,0,5,1,2,1,0,2,2,0,2,2,1,1,2,5,7521,4
0,0,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,4,1056,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,44,5
0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,1,3,2,834,1
0,0,0,0,0,1,2,1,0,0,0,0,0,2,0,1,3,3,85,5
1,0,1,0,0,1,0,1,0,2,0,0,0,2,0,1,1,3,999,1
0,0,0,0,4,0,1,0,2,0,0,2,0,2,1,0,0,1,2369,7
0,0,1,0,5,1,2,1,0,2,2,2,0,0,2,0,1,4,6297,0
0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,3,1,239,5
0,0,0,1,0,1,0,0,0,0,2,0,0,2,0,0,2,2,59,5
1,0,0,0,2,1,0,0,2,0,0,2,0,0,0,0,3,2,1461,3
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,0,416,5
1,0,0,0,1,1,0,1,0,0,2,0,2,0,0,1,2,3,1060,1
0,1,0,0,5,1,2,0,0,2,2,2,0,2,0,0,1,3,4869,6
0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,2,2,54,5
1,0,1,0,4,0,1,0,0,2,2,2,2,2,2,1,0,2,3265,7
0,0,1,0,1,1,2,1,2,0,2,0,2,2,0,1,2,5,2254,7
1,0,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,0,358,5
1,0,1,0,2,1,0,1,0,0,2,0,2,2,1,1,2,4,2939,7
1,0,0,0,4,1,2,0,2,2,2,2,2,2,2,1,3,4,4652,6
0,0,0,0,3,1,2,1,0,2,2,0,0,2,1,1,2,4,4408,6
0,1,0,0,0,1,2,0,2,0,0,0,0,0,0,1,2,2,580,5
0,0,1,1,4,0,1,0,2,2,2,0,0,2,0,1,0,1,2495,7
0,0,1,1,0,1,0,2,1,1,1,1,1,1,0,1,3,0,180,5
1,1,0,0,4,1,2,1,0,2,0,2,2,2,0,1,0,5,5913,0
0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,3,158,5
0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,3,2,104,5
0,0,1,1,5,1,0,2,1,1,1,1,1,1,2,0,0,0,1389,3
0,0,1,1,0,1,0,2,1,1,1,1,1,1,0,1,3,0,19,5
1,0,1,0,5,1,2,2,1,1,1,1,1,1,2,0,1,0,1629,3
1,0,1,0,5,1,0,0,2,2,2,2,2,2,2,0,3,3,6033,0
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,44,5
1,1,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,4,95,5
0,0,0,0,3,1,0,0,2,0,2,2,2,2,1,1,0,3,3320,2
1,0,1,1,5,1,2,2,1,1,1,1,1,1,2,0,1,0,1867,3
1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,2,3,438,5
0,0,1,1,0,1,0,1,0,0,2,0,0,0,0,1,2,3,325,5
1,0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,4,1148,1
0,0,1,0,4,1,2,0,2,0,0,2,0,2,1,1,2,2,3972,2
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,155,5
0,0,1,0,5,1,0,0,2,0,2,0,0,0,0,1,3,2,3673,2
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,3,70,5
1,0,1,0,4,1,0,2,1,1,1,1,1,1,1,0,1,0,1126,1
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,0,73,5
0,0,1,1,4,1,0,0,0,0,0,0,0,0,1,1,3,1,2413,7
1,0,1,0,5,1,2,1,0,0,2,2,2,2,2,1,0,5,6912,4
1,0,0,0,2,1,2,0,2,2,0,0,0,0,1,0,2,2,1581,3
1,0,0,0,5,1,2,1,2,2,2,0,0,0,0,0,0,4,5586,0
0,0,1,1,4,1,0,1,2,2,0,0,2,2,1,0,1,4,5846,0
0,0,1,0,5,1,2,0,2,2,2,2,2,2,2,1,2,4,6424,0
0,0,1,1,5,1,2,1,2,2,2,0,0,2,1,1,1,4,6018,0
0,0,0,0,3,1,2,0,0,0,2,2,2,2,2,1,1,3,3373,2
1,0,0,0,1,1,2,1,0,0,0,0,2,0,0,0,0,3,1537,3
0,0,0,0,4,1,0,2,1,1,1,1,1,1,2,1,0,0,1080,1
0,0,0,0,0,1,2,1,0,2,0,0,0,2,0,1,2,4,355,5
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,0,82,5
0,0,0,1,2,1,0,0,2,2,0,0,0,0,1,0,1,2,2016,3
0,0,1,1,5,1,2,1,2,0,0,2,0,0,0,1,0,4,5327,6
0,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,3,0,683,1
0,1,1,0,5,1,0,2,1,1,1,1,1,1,2,1,0,0,1263,1
0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,151,5
0,1,1,0,5,1,2,1,2,2,2,2,2,2,2,1,2,5,7714,4
1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,188,5
1,1,1,0,4,1,2,1,0,2,0,0,2,2,0,1,2,4,5549,0
1,0,1,1,0,1,0,0,2,2,0,2,0,0,2,0,3,2,130,5
0,0,1,1,2,1,0,1,0,0,0,0,2,2,0,1,1,4,2621,7
0,0,0,0,3,0,1,0,2,0,2,2,0,0,2,0,3,1,1875,3
0,0,1,1,5,1,2,1,0,0,0,0,2,0,1,1,2,3,5685,0
1,0,0,1,0,1,0,0,2,0,0,0,2,2,0,1,3,3,837,1
0,0,1,1,0,1,0,0,0,2,0,2,0,0,0,0,0,2,401,5
1,0,1,0,4,1,2,1,2,2,2,0,2,2,0,0,2,5,6118,0
1,0,1,1,5,1,0,1,0,2,0,2,2,0,2,1,3,4,6480,0
0,0,0,0,2,1,2,0,2,2,0,0,2,0,0,1,0,3,1800,3
0,0,1,0,5,1,2,1,2,2,2,2,0,0,2,1,0,4,7104,4
0,0,0,0,5,0,1,0,2,0,2,2,2,2,2,1,0,2,4214,2
1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,3,1,50,5
1,0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,4,863,1
0,0,1,1,2,1,0,1,0,0,0,0,0,0,1,1,0,3,1992,3
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,3,69,5
0,0,1,0,1,1,2,1,0,0,0,0,2,2,0,1,2,4,1948,3
1,1,1,0,4,1,2,1,2,0,2,0,2,0,0,1,0,4,4750,6
0,0,1,1,4,1,0,2,1,1,1,1,1,1,1,0,0,0,1007,1
1,0,0,1,4,1,0,1,2,2,2,0,0,2,1,0,2,4,5036,6
1,0,1,0,1,1,2,1,0,0,2,0,2,2,0,1,2,4,2391,7
0,0,1,0,5,1,2,0,2,2,2,2,2,2,2,1,1,4,6859,4
1,0,0,0,5,1,2,1,2,2,2,0,2,2,1,1,2,5,6521,0
0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,1,3,2,617,1
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,3,157,5
1,0,0,0,2,1,0,2,1,1,1,1,1,1,1,1,0,0,516,5
0,0,0,0,3,1,2,0,0,2,0,0,0,0,1,1,1,2,2364,7
1,0,1,0,1,1,2,1,0,0,0,0,2,2,0,1,2,4,1687,3
1,1,1,0,5,1,2,1,0,2,2,0,2,2,2,1,0,5,7689,4
0,0,1,1,5,1,2,0,2,2,2,2,2,2,2,1,1,4,6239,0
0,0,1,1,2,1,0,0,2,2,2,0,0,0,1,1,3,2,2042,3
1,0,0,0,2,1,0,1,0,0,2,2,2,2,0,1,1,4,2807,7
1,1,1,0,3,1,0,1,2,2,2,2,2,0,1,1,1,4,4116,2
1,0,1,0,2,0,1,0,2,0,2,0,0,0,1,0,3,1,1317,1
0,0,1,0,3,1,2,1,0,2,0,2,2,2,1,1,2,5,4594,6
0,0,0,0,4,1,2,1,2,2,2,0,2,2,1,1,2,5,6332,0
1,0,0,0,3,1,2,1,0,2,0,0,0,0,1,0,1,3,3213,7
1,0,1,1,0,1,0,0,0,0,0,2,0,2,0,0,1,2,229,5
0,0,1,1,4,1,2,1,0,2,2,0,2,0,1,1,1,4,4976,6
1,1,1,0,5,1,2,1,0,2,2,0,2,2,1,1,2,5,7308,4
1,1,1,0,5,1,0,1,0,0,0,0,0,0,1,1,0,3,4555,6
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,44,5
0,0,1,0,5,1,2,1,0,0,2,0,2,2,1,1,2,4,6982,4
0,1,1,1,2,0,1,0,0,2,2,0,0,0,0,1,3,1,1025,1
1,0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,4,90,5
0,0,0,0,5,1,2,0,2,0,2,2,2,2,2,1,3,3,5714,0
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,0,19,5
0,0,0,0,2,1,0,1,0,0,0,0,2,2,0,1,0,4,2274,7
0,0,1,1,2,1,2,2,1,1,1,1,1,1,2,1,3,0,789,1
0,0,1,0,3,1,0,1,0,0,2,2,2,2,0,1,1,4,4834,6
0,0,1,1,4,1,0,0,2,2,0,0,0,0,0,0,2,2,3131,7
1,0,0,0,0,1,2,1,0,0,0,0,0,2,0,1,3,3,602,1
1,0,0,0,3,1,2,1,2,0,0,0,2,0,0,1,2,4,3369,2
0,0,1,0,2,1,0,1,0,2,0,0,0,2,0,1,0,3,2674,7
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,199,5
1,0,1,1,5,1,2,2,1,1,1,1,1,1,2,1,1,0,1790,3
1,1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,4,449,5
1,0,1,1,0,1,0,2,1,1,1,1,1,1,0,0,3,0,19,5
0,1,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,4,1400,3
1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,1,1,1,411,5
0,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,3,0,741,1
0,1,0,0,4,1,2,1,0,2,2,0,2,2,0,0,2,5,5841,0
1,0,1,0,3,1,2,1,0,0,2,2,2,2,0,1,0,5,4512,6
1,1,1,1,5,1,2,1,2,2,0,0,0,0,0,1,2,4,5688,0
0,0,1,1,0,1,0,2,1,1,1,1,1,1,1,0,3,0,31,5
1,1,1,0,5,1,2,1,2,0,0,0,2,2,1,1,2,4,6674,0
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,3,1345,1
0,0,0,0,1,1,2,0,2,0,2,0,2,2,1,1,2,3,1843,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,196,5
1,0,1,0,5,1,0,2,1,1,1,1,1,1,2,0,1,0,1433,3
0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,214,5
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,865,1
0,0,0,0,1,1,0,1,0,2,2,0,0,0,0,0,2,3,1358,3
0,1,1,0,3,1,0,1,2,0,0,0,0,2,0,1,2,3,3147,7
1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,3,131,5
